Sample_ID,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15
TCGA-B0-4845-01,2.1792236027282677,3.408259083320953,-1.89570448423565,-0.24480540983811244,-0.17773560286263365,1.8653597402933606,-0.12394301683704763,1.4564963795035257,-0.4209318314980343,-0.29836553467447996,-0.49904099765523646,0.24072979986583343,-0.9860615450938046,-0.5793421194938809,-0.26079092741195975
TCGA-A3-3359-01,1.7686708717061936,0.45729251340970595,-1.0904868020802179,-0.16842736399156116,0.6928334514429565,-2.4019242274441086,-0.6149237198181259,0.9785101000740561,-0.5369784967055112,-0.7097181348257838,0.12729348054914263,0.6129621574204546,-3.1865427697972484,-1.6113747178145155,-0.2097552885776204
TCGA-B0-5096-01,-1.6381586808491666,-3.750311610527475,0.3092434258378451,-0.8601346273374855,-0.21913781260853868,1.512170964344308,0.05073985042741312,0.5865424389185093,0.20230013444521916,0.29136422988699934,-0.24128449221704473,0.08857256342706116,-0.23482255779310257,-1.7178183025642275,0.3246830374657102
TCGA-B8-A54J-01,0.5162264954244684,0.4032536757783623,0.004533791979900104,2.887932398257757,0.7698128914004696,-0.7614070862699757,-0.5903333542729179,-0.6517179317410763,-0.19098131027526583,0.4056443158378707,0.4491800076516422,0.10758801069570266,-0.7558720782376088,-0.12771937923731144,-0.8635854074038096
TCGA-CW-5587-01,-0.1702450016676663,-1.4885388199746277,-0.22815100385108855,0.2816398360532748,0.34951365622519803,-1.3466660105206025,0.025229871882813743,-0.19110791912775185,-0.044419520257231775,0.28561952258552564,0.3120442436124106,0.00185749394932357,1.820737169121796,0.13879709867153817,0.3346615796301989
TCGA-B0-5120-01,0.31415838582882344,0.6764457232455616,-0.8135239018131687,1.5142270735258605,9.620011199941737e-05,-0.953549404370537,1.4523874923602595,5.508501708687152e-06,0.2595181607078115,0.02487689851937193,-0.3383806509778663,-0.2537611119148408,-0.09854419956680627,-1.6039749845110767,-0.618714632720935
TCGA-B0-4821-01,-0.2660318654196679,-0.49094145496026365,0.11429457994685369,0.477144802978354,-1.427981416442944,4.731110413723795,0.7624248404869325,-0.20821220367414991,0.2203983521250784,0.10026890685006046,0.030422628775262733,-0.16735582736812,-2.44908604711879,0.39860056126837773,-1.3226949102204917
TCGA-BP-4973-01,2.0994320639332553,0.9311896491045741,-1.1485013846834837,-1.0117829351728098,0.6365530618873474,0.820729492201968,-0.48933894696230285,-0.2781357186753691,-0.6170390560156559,0.1787862352526698,0.3736407853827377,0.4193262492634804,-5.7625436026415375,-2.948464721687152,0.07079403965490225
TCGA-B8-4154-01,2.637393243812201,1.3428434150828448,-2.924977103340964,-2.888641963620984,-0.2745286078656944,-2.3226702546458897,1.534924426681934,0.32349773463345544,0.6112279082818723,-1.9495222790054825,-3.2457311827904722,1.980755385562488,-11.074229651093958,8.63754010164769,5.55287190334229
TCGA-CJ-4869-01,-1.3701532727655832,-5.068245503930882,-0.0801083075951225,-1.2009156214054948,0.28213374574242855,-0.22121320064641603,0.13224903095174903,-0.7867669705847846,-0.07078965589240582,-0.0826449917042218,-0.22568255404287438,0.0707741451432495,-0.769430183486253,0.7508835837973845,-0.26202738921357344
